Gene Symbol,Gene ID,PCC,Tumor
PARP14,ENSG00000173193.13,0.6,LGG Tumor
CMAHP,ENSG00000168405.14,0.6,LGG Tumor
USP30-AS1,ENSG00000256262.1,0.6,LGG Tumor
ITGAL,ENSG00000005844.17,0.6,LGG Tumor
ALOX5,ENSG00000012779.10,0.6,LGG Tumor
SLC10A3,ENSG00000126903.15,0.6,LGG Tumor
FOXC1,ENSG00000054598.6,0.6,LGG Tumor
FERMT3,ENSG00000149781.12,0.6,LGG Tumor
XXbac-BPG116M5.17,ENSG00000244255.5,0.6,LGG Tumor
MYD88,ENSG00000172936.12,0.59,LGG Tumor
CLCF1,ENSG00000175505.10,0.59,LGG Tumor
RASSF3,ENSG00000153179.11,0.59,LGG Tumor
CD86,ENSG00000114013.15,0.59,LGG Tumor
LHFPL2,ENSG00000145685.13,0.59,LGG Tumor
CHSY1,ENSG00000131873.5,0.59,LGG Tumor
EREG,ENSG00000124882.3,0.59,LGG Tumor
SAMD9L,ENSG00000177409.11,0.59,LGG Tumor
RAB32,ENSG00000118508.4,0.59,LGG Tumor
SNX20,ENSG00000167208.14,0.59,LGG Tumor
RP11-1080G15.1,ENSG00000253557.5,0.59,LGG Tumor
PIK3AP1,ENSG00000155629.14,0.59,LGG Tumor
RP4-647J21.1,ENSG00000260997.1,0.59,LGG Tumor
ARPC1B,ENSG00000130429.12,0.59,LGG Tumor
FCGR2C,ENSG00000244682.7,0.59,LGG Tumor
S100A4,ENSG00000196154.11,0.59,LGG Tumor
SECTM1,ENSG00000141574.7,0.59,LGG Tumor
DAPP1,ENSG00000070190.12,0.59,LGG Tumor
DENND2D,ENSG00000162777.16,0.59,LGG Tumor
SLC25A24,ENSG00000085491.15,0.59,LGG Tumor
CDCP1,ENSG00000163814.7,0.59,LGG Tumor
FSTL1,ENSG00000163430.9,0.59,LGG Tumor
BATF,ENSG00000156127.6,0.59,LGG Tumor
PIK3CD,ENSG00000171608.15,0.59,LGG Tumor
ZNRF2,ENSG00000180233.10,0.59,LGG Tumor
CTSL,ENSG00000135047.14,0.59,LGG Tumor
CAST,ENSG00000153113.23,0.58,LGG Tumor
SERPINA1,ENSG00000197249.12,0.58,LGG Tumor
LILRB1,ENSG00000104972.14,0.58,LGG Tumor
GPR183,ENSG00000169508.6,0.58,LGG Tumor
FMNL1,ENSG00000184922.13,0.58,LGG Tumor
MSN,ENSG00000147065.16,0.58,LGG Tumor
RUNX3,ENSG00000020633.18,0.58,LGG Tumor
LAP3,ENSG00000002549.12,0.58,LGG Tumor
TMEM217,ENSG00000172738.11,0.58,LGG Tumor
CD300C,ENSG00000167850.3,0.58,LGG Tumor
DTX3L,ENSG00000163840.9,0.58,LGG Tumor
TNFRSF14,ENSG00000157873.17,0.58,LGG Tumor
NAMPT,ENSG00000105835.11,0.58,LGG Tumor
IL6R,ENSG00000160712.12,0.58,LGG Tumor
DDX60L,ENSG00000181381.13,0.58,LGG Tumor
ENG,ENSG00000106991.13,0.58,LGG Tumor
PARP12,ENSG00000059378.12,0.58,LGG Tumor
PLEKHO2,ENSG00000241839.9,0.58,LGG Tumor
DNASE1L1,ENSG00000013563.13,0.58,LGG Tumor
IL12RB1,ENSG00000096996.15,0.58,LGG Tumor
CD300E,ENSG00000186407.6,0.58,LGG Tumor
STAP1,ENSG00000035720.7,0.58,LGG Tumor
FPR2,ENSG00000171049.8,0.58,LGG Tumor
ARHGAP9,ENSG00000123329.17,0.58,LGG Tumor
ISG20,ENSG00000172183.14,0.58,LGG Tumor
FAM26F,ENSG00000188820.12,0.58,LGG Tumor
LAIR1,ENSG00000167613.15,0.58,LGG Tumor
SP110,ENSG00000135899.16,0.58,LGG Tumor
CAPZA1,ENSG00000116489.12,0.58,LGG Tumor
CD4,ENSG00000010610.9,0.58,LGG Tumor
THBD,ENSG00000178726.6,0.58,LGG Tumor
CD14,ENSG00000170458.13,0.58,LGG Tumor
C1QA,ENSG00000173372.16,0.58,LGG Tumor
IFIH1,ENSG00000115267.5,0.58,LGG Tumor
CTSB,ENSG00000164733.20,0.58,LGG Tumor
TLR1,ENSG00000174125.7,0.58,LGG Tumor
CD28,ENSG00000178562.17,0.57,LGG Tumor
ARHGAP30,ENSG00000186517.13,0.57,LGG Tumor
RNF19B,ENSG00000116514.16,0.57,LGG Tumor
DDX60,ENSG00000137628.16,0.57,LGG Tumor
TNFRSF10A,ENSG00000104689.9,0.57,LGG Tumor
PRICKLE3,ENSG00000012211.12,0.57,LGG Tumor
IFITM1,ENSG00000185885.15,0.57,LGG Tumor
ALPK1,ENSG00000073331.17,0.57,LGG Tumor
ITPRIP,ENSG00000148841.15,0.57,LGG Tumor
TRIM22,ENSG00000132274.15,0.57,LGG Tumor
NCF4,ENSG00000100365.14,0.57,LGG Tumor
IL15,ENSG00000164136.16,0.57,LGG Tumor
GBP4,ENSG00000162654.8,0.57,LGG Tumor
C16orf54,ENSG00000185905.3,0.57,LGG Tumor
CECR1,ENSG00000093072.15,0.57,LGG Tumor
S100A9,ENSG00000163220.10,0.57,LGG Tumor
NFAM1,ENSG00000235568.6,0.57,LGG Tumor
CTD-2033D15.2,ENSG00000276107.1,0.57,LGG Tumor
FAM109B,ENSG00000177096.8,0.57,LGG Tumor
MGAT1,ENSG00000131446.15,0.57,LGG Tumor
MYOF,ENSG00000138119.16,0.57,LGG Tumor
NCF2,ENSG00000116701.14,0.57,LGG Tumor
PLB1,ENSG00000163803.12,0.57,LGG Tumor
RP11-443P15.2,ENSG00000171658.8,0.57,LGG Tumor
NFATC2,ENSG00000101096.19,0.57,LGG Tumor
ACSL5,ENSG00000197142.10,0.57,LGG Tumor
CD69,ENSG00000110848.8,0.57,LGG Tumor
IRF1,ENSG00000125347.13,0.57,LGG Tumor
LTBP2,ENSG00000119681.11,0.57,LGG Tumor
ABRACL,ENSG00000146386.7,0.57,LGG Tumor
SPI1,ENSG00000066336.11,0.57,LGG Tumor
C1orf162,ENSG00000143110.11,0.57,LGG Tumor
UNC93B1,ENSG00000110057.7,0.57,LGG Tumor
SCIMP,ENSG00000161929.14,0.57,LGG Tumor
CD53,ENSG00000143119.12,0.57,LGG Tumor
MOB3C,ENSG00000142961.14,0.57,LGG Tumor
TMEM106A,ENSG00000184988.8,0.57,LGG Tumor
GPR65,ENSG00000140030.5,0.57,LGG Tumor
VAMP8,ENSG00000118640.10,0.57,LGG Tumor
CD48,ENSG00000117091.9,0.57,LGG Tumor
EMB,ENSG00000170571.11,0.57,LGG Tumor
RNF135,ENSG00000181481.13,0.56,LGG Tumor
CEBPB,ENSG00000172216.5,0.56,LGG Tumor
SLFN12,ENSG00000172123.12,0.56,LGG Tumor
TPM3,ENSG00000143549.19,0.56,LGG Tumor
ELK3,ENSG00000111145.7,0.56,LGG Tumor
WARS,ENSG00000140105.17,0.56,LGG Tumor
CYTH4,ENSG00000100055.20,0.56,LGG Tumor
MPZL2,ENSG00000149573.8,0.56,LGG Tumor
P2RY6,ENSG00000171631.14,0.56,LGG Tumor
RBMS1,ENSG00000153250.17,0.56,LGG Tumor
TMEM150B,ENSG00000180061.9,0.56,LGG Tumor
GPRC5A,ENSG00000013588.5,0.56,LGG Tumor
PTPRC,ENSG00000081237.18,0.56,LGG Tumor
PLAGL1,ENSG00000118495.18,0.56,LGG Tumor
SLC12A7,ENSG00000113504.19,0.56,LGG Tumor
BIRC3,ENSG00000023445.13,0.56,LGG Tumor
FHOD1,ENSG00000135723.13,0.56,LGG Tumor
TLR2,ENSG00000137462.6,0.56,LGG Tumor
DSE,ENSG00000111817.16,0.56,LGG Tumor
ZMYM6NB,ENSG00000243749.1,0.56,LGG Tumor
B2M,ENSG00000166710.17,0.56,LGG Tumor
LPAR6,ENSG00000139679.15,0.56,LGG Tumor
CD164,ENSG00000135535.14,0.56,LGG Tumor
MGAT4A,ENSG00000071073.12,0.56,LGG Tumor
C1RL-AS1,ENSG00000205885.7,0.56,LGG Tumor
TNFRSF10D,ENSG00000173530.5,0.56,LGG Tumor
SAMD9,ENSG00000205413.7,0.56,LGG Tumor
OAS2,ENSG00000111335.12,0.56,LGG Tumor
PTPN6,ENSG00000111679.16,0.56,LGG Tumor
FAM20A,ENSG00000108950.11,0.56,LGG Tumor
F11R,ENSG00000158769.17,0.56,LGG Tumor
TRIM34,ENSG00000258659.6,0.56,LGG Tumor
SERPINB9,ENSG00000170542.5,0.56,LGG Tumor
HAVCR2,ENSG00000135077.8,0.56,LGG Tumor
C1QB,ENSG00000173369.15,0.56,LGG Tumor
ADPGK,ENSG00000159322.17,0.56,LGG Tumor
FPR1,ENSG00000171051.8,0.56,LGG Tumor
AC098614.2,ENSG00000213846.4,0.55,LGG Tumor
APOL6,ENSG00000221963.5,0.55,LGG Tumor
PTPN2,ENSG00000175354.18,0.55,LGG Tumor
CTBS,ENSG00000117151.12,0.55,LGG Tumor
SWAP70,ENSG00000133789.14,0.55,LGG Tumor
CREG1,ENSG00000143162.7,0.55,LGG Tumor
LIPN,ENSG00000204020.5,0.55,LGG Tumor
GK,ENSG00000198814.12,0.55,LGG Tumor
LGMN,ENSG00000100600.14,0.55,LGG Tumor
RBM47,ENSG00000163694.14,0.55,LGG Tumor
TUBA1C,ENSG00000167553.14,0.55,LGG Tumor
GPR132,ENSG00000183484.11,0.55,LGG Tumor
DOK2,ENSG00000147443.12,0.55,LGG Tumor
ADAM12,ENSG00000148848.14,0.55,LGG Tumor
CD40,ENSG00000101017.13,0.55,LGG Tumor
LTBR,ENSG00000111321.10,0.55,LGG Tumor
PDCD1LG2,ENSG00000197646.7,0.55,LGG Tumor
SLC16A3,ENSG00000141526.14,0.55,LGG Tumor
RP11-701P16.5,ENSG00000251230.5,0.55,LGG Tumor
CREM,ENSG00000095794.19,0.55,LGG Tumor
TGFBR2,ENSG00000163513.17,0.55,LGG Tumor
LINC01504,ENSG00000225434.2,0.55,LGG Tumor
SPINT1,ENSG00000166145.14,0.55,LGG Tumor
CIDEB,ENSG00000136305.11,0.55,LGG Tumor
IL1RN,ENSG00000136689.18,0.55,LGG Tumor
ENPP1,ENSG00000197594.11,0.55,LGG Tumor
ST3GAL1,ENSG00000008513.14,0.55,LGG Tumor
LRRC8C,ENSG00000171488.14,0.55,LGG Tumor
CARD16,ENSG00000204397.7,0.55,LGG Tumor
CST7,ENSG00000077984.5,0.55,LGG Tumor
MB21D1,ENSG00000164430.15,0.55,LGG Tumor
MALL,ENSG00000144063.3,0.55,LGG Tumor
PECAM1,ENSG00000261371.5,0.55,LGG Tumor
LIF,ENSG00000128342.4,0.54,LGG Tumor
MYH9,ENSG00000100345.20,0.54,LGG Tumor
NAGA,ENSG00000198951.11,0.54,LGG Tumor
MR1,ENSG00000153029.14,0.54,LGG Tumor
GBGT1,ENSG00000148288.11,0.54,LGG Tumor
TCIRG1,ENSG00000110719.9,0.54,LGG Tumor
VGLL3,ENSG00000206538.7,0.54,LGG Tumor
SERTAD1,ENSG00000197019.4,0.54,LGG Tumor
LINC00968,ENSG00000246430.6,0.54,LGG Tumor
MIR155HG,ENSG00000234883.3,0.54,LGG Tumor
RHOH,ENSG00000168421.12,0.54,LGG Tumor
C1RL,ENSG00000139178.10,0.54,LGG Tumor
TRIM21,ENSG00000132109.9,0.54,LGG Tumor
TREML2,ENSG00000112195.8,0.54,LGG Tumor
CD58,ENSG00000116815.15,0.54,LGG Tumor
TOR4A,ENSG00000198113.2,0.54,LGG Tumor
ZNF217,ENSG00000171940.13,0.54,LGG Tumor
XBP1,ENSG00000100219.16,0.54,LGG Tumor
GATA6,ENSG00000141448.8,0.54,LGG Tumor
GIMAP2,ENSG00000106560.10,0.54,LGG Tumor
C1QC,ENSG00000159189.11,0.54,LGG Tumor
BHLHE40,ENSG00000134107.4,0.54,LGG Tumor
CFH,ENSG00000000971.15,0.54,LGG Tumor
RP11-325F22.2,ENSG00000237513.1,0.54,LGG Tumor
IL15RA,ENSG00000134470.19,0.54,LGG Tumor
HERC5,ENSG00000138646.8,0.54,LGG Tumor
OSMR,ENSG00000145623.12,0.54,LGG Tumor
GNA15,ENSG00000060558.3,0.54,LGG Tumor
MYO1C,ENSG00000197879.14,0.54,LGG Tumor
ADAMTSL4,ENSG00000143382.13,0.54,LGG Tumor
HSPA7,ENSG00000225217.1,0.54,LGG Tumor
LY96,ENSG00000154589.6,0.54,LGG Tumor
TYROBP,ENSG00000011600.11,0.54,LGG Tumor
GLIPR1,ENSG00000139278.9,0.54,LGG Tumor
HCK,ENSG00000101336.12,0.54,LGG Tumor
TICAM2,ENSG00000243414.5,0.54,LGG Tumor
LRRC25,ENSG00000175489.9,0.54,LGG Tumor
SNX9,ENSG00000130340.14,0.54,LGG Tumor
PLAU,ENSG00000122861.15,0.54,LGG Tumor
SAT1,ENSG00000130066.16,0.54,LGG Tumor
REL,ENSG00000162924.13,0.54,LGG Tumor
LGALS9,ENSG00000168961.16,0.54,LGG Tumor
VASN,ENSG00000168140.4,0.53,LGG Tumor
SIGLEC7,ENSG00000168995.13,0.53,LGG Tumor
IL27,ENSG00000197272.2,0.53,LGG Tumor
RP11-497H16.7,ENSG00000250687.6,0.53,LGG Tumor
NFKB1,ENSG00000109320.11,0.53,LGG Tumor
OLFML3,ENSG00000116774.11,0.53,LGG Tumor
CD68,ENSG00000129226.13,0.53,LGG Tumor
ARHGAP15,ENSG00000075884.12,0.53,LGG Tumor
NCF1,ENSG00000158517.13,0.53,LGG Tumor
STAT1,ENSG00000115415.18,0.53,LGG Tumor
CD226,ENSG00000150637.8,0.53,LGG Tumor
TRAF3IP3,ENSG00000009790.14,0.53,LGG Tumor
KLF6,ENSG00000067082.14,0.53,LGG Tumor
TBX18,ENSG00000112837.16,0.53,LGG Tumor
IL10RA,ENSG00000110324.9,0.53,LGG Tumor
MICB,ENSG00000204516.9,0.53,LGG Tumor
IKBKE,ENSG00000263528.7,0.53,LGG Tumor
HCST,ENSG00000126264.9,0.53,LGG Tumor
PPP1R15A,ENSG00000087074.7,0.53,LGG Tumor
OASL,ENSG00000135114.12,0.53,LGG Tumor
PARVG,ENSG00000138964.16,0.53,LGG Tumor
SLFN12L,ENSG00000205045.8,0.53,LGG Tumor
HLA-F,ENSG00000204642.13,0.53,LGG Tumor
DENND1C,ENSG00000205744.9,0.53,LGG Tumor
CASP7,ENSG00000165806.19,0.53,LGG Tumor
CTSC,ENSG00000109861.15,0.53,LGG Tumor
STAT5A,ENSG00000126561.16,0.53,LGG Tumor
LRG1,ENSG00000171236.9,0.53,LGG Tumor
FCGR2B,ENSG00000072694.18,0.53,LGG Tumor
SASH3,ENSG00000122122.9,0.53,LGG Tumor
SLC30A7,ENSG00000162695.11,0.53,LGG Tumor
HACD4,ENSG00000188921.13,0.53,LGG Tumor
CCDC109B,ENSG00000005059.15,0.53,LGG Tumor
RIPK1,ENSG00000137275.13,0.53,LGG Tumor
PPARG,ENSG00000132170.19,0.53,LGG Tumor
TPM4,ENSG00000167460.14,0.53,LGG Tumor
FOSL1,ENSG00000175592.8,0.53,LGG Tumor
APOBEC3F,ENSG00000128394.16,0.53,LGG Tumor
LAPTM5,ENSG00000162511.7,0.53,LGG Tumor
MPZL3,ENSG00000160588.9,0.53,LGG Tumor
CASP5,ENSG00000137757.10,0.53,LGG Tumor
CD300LF,ENSG00000186074.18,0.53,LGG Tumor
TRAT1,ENSG00000163519.13,0.53,LGG Tumor
VNN3,ENSG00000093134.13,0.53,LGG Tumor
TRIB1,ENSG00000173334.3,0.53,LGG Tumor
ITGB2,ENSG00000160255.16,0.53,LGG Tumor
STC1,ENSG00000159167.11,0.53,LGG Tumor
THBS1,ENSG00000137801.10,0.52,LGG Tumor
MESDC1,ENSG00000140406.3,0.52,LGG Tumor
HCP5,ENSG00000206337.10,0.52,LGG Tumor
HMOX1,ENSG00000100292.16,0.52,LGG Tumor
RELB,ENSG00000104856.13,0.52,LGG Tumor
MOB1A,ENSG00000114978.17,0.52,LGG Tumor
KDELR3,ENSG00000100196.10,0.52,LGG Tumor
ESYT1,ENSG00000139641.12,0.52,LGG Tumor
FNDC3B,ENSG00000075420.12,0.52,LGG Tumor
SAMSN1,ENSG00000155307.17,0.52,LGG Tumor
SPPL2A,ENSG00000138600.9,0.52,LGG Tumor
TMEM173,ENSG00000184584.12,0.52,LGG Tumor
ARHGDIB,ENSG00000111348.8,0.52,LGG Tumor
NFKB2,ENSG00000077150.17,0.52,LGG Tumor
RP11-1334A24.6,ENSG00000248996.1,0.52,LGG Tumor
CCL20,ENSG00000115009.11,0.52,LGG Tumor
RP11-686D22.10,ENSG00000267554.1,0.52,LGG Tumor
MYO1F,ENSG00000142347.16,0.52,LGG Tumor
CCL2,ENSG00000108691.9,0.52,LGG Tumor
PARP15,ENSG00000173200.12,0.52,LGG Tumor
FAM26E,ENSG00000178033.5,0.52,LGG Tumor
MYADM,ENSG00000179820.15,0.52,LGG Tumor
ITGA11,ENSG00000137809.16,0.52,LGG Tumor
TGFBI,ENSG00000120708.16,0.52,LGG Tumor
DUSP5,ENSG00000138166.5,0.52,LGG Tumor
CCL23,ENSG00000274736.4,0.52,LGG Tumor
STK40,ENSG00000196182.10,0.52,LGG Tumor
CCDC69,ENSG00000198624.12,0.52,LGG Tumor
RP11-686D22.8,ENSG00000267745.1,0.52,LGG Tumor
RP11-79H23.3,ENSG00000261618.1,0.52,LGG Tumor
CMTM6,ENSG00000091317.7,0.52,LGG Tumor
GPR171,ENSG00000174946.6,0.52,LGG Tumor
C5AR2,ENSG00000134830.5,0.52,LGG Tumor
VAV1,ENSG00000141968.7,0.52,LGG Tumor
RAP2B,ENSG00000181467.3,0.52,LGG Tumor
BDKRB2,ENSG00000168398.6,0.52,LGG Tumor
IFNGR2,ENSG00000159128.14,0.52,LGG Tumor
GBP3,ENSG00000117226.11,0.52,LGG Tumor
CYP1B1,ENSG00000138061.11,0.52,LGG Tumor
ITGB7,ENSG00000139626.15,0.52,LGG Tumor
APOBEC3H,ENSG00000100298.15,0.52,LGG Tumor
ATP2A3,ENSG00000074370.17,0.52,LGG Tumor
TNFSF13,ENSG00000161955.16,0.52,LGG Tumor
KCTD9,ENSG00000104756.15,0.52,LGG Tumor
SPATS2L,ENSG00000196141.12,0.52,LGG Tumor
GPX8,ENSG00000164294.13,0.52,LGG Tumor
SERPINE1,ENSG00000106366.8,0.52,LGG Tumor
PCED1B,ENSG00000179715.12,0.52,LGG Tumor
SLA2,ENSG00000101082.13,0.52,LGG Tumor
IFI44,ENSG00000137965.10,0.52,LGG Tumor
OAS3,ENSG00000111331.12,0.52,LGG Tumor
IGFBP4,ENSG00000141753.6,0.52,LGG Tumor
IL1R1,ENSG00000115594.11,0.52,LGG Tumor
SHC1,ENSG00000160691.18,0.52,LGG Tumor
MS4A7,ENSG00000166927.12,0.52,LGG Tumor
INHBA,ENSG00000122641.9,0.52,LGG Tumor
TRIM5,ENSG00000132256.18,0.52,LGG Tumor
FTL,ENSG00000087086.13,0.52,LGG Tumor
PPCS,ENSG00000127125.8,0.52,LGG Tumor
RAP1B,ENSG00000127314.17,0.52,LGG Tumor
GMFG,ENSG00000130755.12,0.51,LGG Tumor
HFE,ENSG00000010704.18,0.51,LGG Tumor
RDH10,ENSG00000121039.9,0.51,LGG Tumor
ADAP2,ENSG00000184060.10,0.51,LGG Tumor
ZC3HAV1,ENSG00000105939.12,0.51,LGG Tumor
STAC3,ENSG00000185482.7,0.51,LGG Tumor
MNDA,ENSG00000163563.7,0.51,LGG Tumor
HLA-DMB,ENSG00000242574.8,0.51,LGG Tumor
CD302,ENSG00000241399.6,0.51,LGG Tumor
HLA-B,ENSG00000234745.9,0.51,LGG Tumor
ATP13A3,ENSG00000133657.14,0.51,LGG Tumor
ITPRIPL2,ENSG00000205730.6,0.51,LGG Tumor
UAP1,ENSG00000117143.13,0.51,LGG Tumor
BACE2,ENSG00000182240.15,0.51,LGG Tumor
IER3,ENSG00000137331.11,0.51,LGG Tumor
CORO1A,ENSG00000102879.15,0.51,LGG Tumor
PPM1M,ENSG00000164088.17,0.51,LGG Tumor
